sum.taxonomy	R3_AS_DB1	R3_AS_DB2	R3_AS_PN1	R3_AS_PN2	R3_BC_DB1	R3_BC_DB2	R3_BC_PN1	R3_BC_PN2	R3_BP_DB1	R3_BP_DB2	R3_BP_PN1	R3_BP_PN2	R3_CC_DB1	R3_CC_DB2	R3_CC_PN1	R3_CC_PN2	R3_EV_DB1	R3_EV_DB2	R3_EV_PN1	R3_EV_PN2	R3_GL_DB1	R3_GL_DB2	R3_GL_PN1	R3_GL_PN2	R3_GN_DB1	R3_GN_DB2	R3_GN_PN1	R3_GN_PN2	R3_K0551_L7	R3_K0553_G5	R3_K0553_L7	R3_K0553_M8	R3_K0554_A1	R3_K0554_B2	R3_K0554_C3	R3_K0554_E4	R3_K0554_G5	R3_K0554_K6	R3_K0554_L7	R3_K0554_T9	R3_K0556_C3	R3_K0556_E4	R3_K0556_G5	R3_K0556_T9	R3_K0557_A1	R3_K0557_B2	R3_K0557_C3	R3_K0557_E4	R3_K0557_K6	R3_K0557_L7	R3_K0557_T9	R3_K0559_B2	R3_K0559_C3	R3_K0559_E4	R3_K0559_G5	R3_K0559_K6	R3_K0559_M8	R3_K0559_T9	R3_K0560_A1	R3_K0560_G5	R3_K0560_K6	R3_K0560_M8	R3_K0560_T9	R3_K0563_M8	R3_K0568_A1	R3_K0568_C3	R3_K0568_G5	R3_K0568_K6	R3_K0568_L7	R3_K0568_M8	R3_K0569_A1	R3_K0569_B2	R3_K0569_G5	R3_K0569_K6	R3_K0569_L7	R3_K0569_T9	R3_K0591_A1	R3_K0591_E4	R3_K0591_G5	R3_K0591_K6	R3_K0591_T9	R3_K0592_A1	R3_K0592_B2	R3_K0592_C3	R3_K0592_E4	R3_K0592_G5	R3_K0592_K6	R3_K0592_L7	R3_K0592_M8	R3_K0598_A1	R3_K0598_B2	R3_K0598_C3	R3_K0598_E4	R3_K0598_K6	R3_K0598_L7	R3_K0598_M8	R3_K0598_T9	R3_K0600_B2	R3_K0600_C3	R3_K0600_E4	R3_K0600_G5	R3_K0600_K6	R3_K0600_M8	R3_K0782_E4	R3_K0782_M8	R3_K0782_T9	R3_K0783_C3	R3_K0787_A1	R3_K0787_B2	R3_K0787_E4	R3_K0787_K6	R3_K0787_L7	R3_K0787_M8	R3_K0788_B2	R3_K0788_E4	R3_K0788_K6	R3_K0790_A1	R3_K0790_B2	R3_K0790_G5	R3_K0790_K6	R3_K0790_L7	R3_K0790_M8	R3_K0790_T9	R3_LB_DB1	R3_LB_DB2	R3_LB_PN1	R3_LB_PN2	R3_MW_DB1	R3_MW_DB2	R3_MW_PN1	R3_MW_PN2	R3_SD_DB1	R3_SD_DB2	R3_SD_PN1	R3_SD_PN2	R3_TW_DB1	R3_TW_DB2	R3_TW_PN1	R3_TW_PN2	R3_VW_DB1	R3_VW_DB2	R3_VW_PN1	R3_VW_PN2
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	303	424	0	216	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	121	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis sp. enrichment culture clone 03SUJ2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	52	0	0	0	0	0	0	1	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	291	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;NA;	0	0	0	0	0	0	0	0	0	0	0	0	197	195	194	128	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	30	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	51	1	0	0	0	0	0	2	0	0	0	0	1	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter;	0	0	1	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;	0	1	0	0	0	1	0	0	1	0	1	0	3	4	4	5	0	1	0	0	0	0	3	1	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	2	1	157	1	2	0	6	0	3	0	0	1	3	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;Polynucleobacter asymbioticus	0	82	0	0	186	384	105	115	71	0	0	0	1157	1082	767	731	0	157	0	114	108	0	219	64	120	167	88	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	522	632	108	498	255	313	278	422	0	109	0	1	405	201	66	220
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;Polynucleobacter cosmopolitanus	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	2	1	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	253	1	3	120	2	183	234	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	8	95	0	0	1	1	1	0	1	1	0	3	1	0	0	1	2	1	3	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	2	393	0	0	0	0	0	0	0	213	0	0	0	0	169	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	5	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax sp. NII-0922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;	0	4	618	2	1176	4116	413	2497	4	2	281	1	0	1	0	2	1	6	45	155	719	406	1924	394	5	282	2	796	510	0	410	1	151	848	78	137	0	137	0	146	1	827	978	292	371	147	0	173	278	103	164	1047	3036	4	467	414	0	474	0	231	0	0	597	191	3	21	72	12	1	2	1	0	257	40	112	0	256	6	0	644	0	2	1163	246	1841	1547	396	0	0	231	523	489	4	1499	195	1057	0	0	0	1	4	2	0	223	630	58	118	320	607	814	2	4	486	2	242	164	2	129	0	680	553	0	433	1	0	0	0	470	588	3	916	1	295	2	303	378	535	5	979	2	219	610	3
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;NA;	907	3150	2026	682	687	1209	618	430	4	351	3	1	532	515	508	565	280	1061	1	8	2	3	412	7	524	10	7	805	132	0	6	1	1	2	0	0	3	195	0	1	1	145	2	84	45	1	0	4	3	0	124	744	736	126	35	271	0	161	0	3	0	1	51	53	0	0	1	21	135	207	1	3	1	139	1	0	19	2	3	91	3	0	646	1	447	106	433	0	92	83	140	50	210	251	2	218	1	1	1	105	401	0	78	564	3	1	1	49	30	0	1	2	45	3	4	2	0	2	0	53	211	1	170	519	2	301	186	367	9	319	357	951	824	786	705	2079	2683	540	1621	4002	3363	1521	3350
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas;	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	67	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;	0	0	40	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	1
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	122	1	0	103	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	143	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;;	4	719	573	114	501	811	780	614	850	188	110	374	1924	2326	1416	2268	237	525	0	798	3	2	151	2	1255	493	268	2156	592	3	7	50	606	698	0	556	2	0	0	349	2	640	10	207	657	991	0	310	92	174	251	1920	1455	111	334	5	3	278	0	767	0	0	598	124	296	110	162	27	5	0	0	4	366	0	138	0	387	7	6	360	3	117	678	302	337	471	246	2	1	85	278	1	1194	253	1	142	1	0	0	279	248	0	2	391	214	151	392	472	632	467	181	3	421	0	3	558	0	226	0	95	267	1	757	2	0	92	1	1703	1337	231	1043	160	2234	227	1704	151	433	245	388	1697	1885	606	939
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;;Burkholderiales bacterium	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	82	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;Aquabacterium;	0	0	90	0	0	12	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	75	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;Ideonella;Ideonella sp.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	381	0	0	0	0	0	0	0	267	0	37	42	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	980	0	1	286	80	536	0	86	253	267	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;Leptothrix;	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;NA;Burkholderiales bacterium X4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	1	0	0	0	0	1	0	0	43	2	111	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	276	0	13	0	135	127	1	0	0	1	0	227	1270	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	4	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	135	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	83	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;	0	58	0	3	1	0	1	1	0	0	0	0	0	0	0	0	278	776	1	460	0	0	0	0	813	984	1130	1379	439	0	0	0	97	1	0	0	111	118	0	101	0	0	0	2	6	0	0	244	353	0	0	76	0	0	0	2	0	95	0	0	0	0	0	462	1	0	1	20	306	0	0	0	0	0	0	0	0	397	2	1	329	390	603	296	293	402	545	0	0	1	112	0	148	189	0	531	0	0	1	335	457	0	170	0	175	0	64	0	113	169	0	1	255	0	1424	0	0	261	0	493	845	0	385	2	0	2	1	1	0	569	0	0	0	0	0	132	212	0	93	0	0	236	1
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;NA;	2	0	2	0	0	0	1854	0	1	1	0	0	314	479	242	282	69	2	0	3	0	0	1	1	6	134	1	656	241	0	0	0	1	1	0	1	1	1	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	1	0	11	3	0	3	0	0	0	0	0	1	117	1	0	1	1	124	2	0	44	145	0	0	0	2	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	109	1	1	0	0	0	0	2	1	0	2	69	0	1	0	0	0	46	0	0	1	0	1	0	137	0	0	93	212	41	0
Bacteria;Proteobacteria;Betaproteobacteria;NA;;NA;	2	101	388	352	8	397	3	322	4	52	111	81	599	621	622	483	126	188	0	1	1	0	84	2	9	7	7	439	164	62	126	143	303	213	1	515	1	6	1	177	34	561	793	75	686	457	0	8	163	2	611	799	1133	182	86	105	185	296	0	760	2	0	1134	141	207	1825	1	62	175	9	2699	2756	439	2	214	228	280	3108	286	13	169	5	433	204	163	4	100	151	2130	1	7	45	6	4	21	72	288	391	241	225	216	3	0	327	7	184	6	105	449	5	152	0	319	1	270	305	0	3	0	306	213	277	326	0	1	1	108	287	247	124	319	383	945	396	438	5	462	273	337	2	39	690	0
Bacteria;Proteobacteria;Betaproteobacteria;NA;NA;NA;bacterium Ellin6095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	1	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;NA;NA;NA;beta proteobacterium BP-5	0	2	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	69	1	0	125	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;NA;Neisseriaceae bacterium Lie1-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	34	55	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	47	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Candidatus Methylopumilus;Candidatus Methylopumilus turicensis	0	0	0	0	0	0	0	0	82	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	103	0	96	0	169	0	169	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylophilus;	0	72	0	0	215	280	0	140	0	0	0	0	0	0	0	0	0	83	0	1	0	0	186	1	0	211	84	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	129	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	119	65	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	90
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylotenera;Methylotenera mobilis	0	0	0	0	1	107	0	57	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	52	0	0	0	0	1	1	1	0	0	0	0	28	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;NA;	0	0	0	0	1	44	0	0	0	0	0	0	0	0	0	1	0	1	0	0	61	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	96	1	0
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;NA;;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas;Nitrosomonas sp.	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	0	0	1	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	34	0	15	0	101	1	2	0	0	1	2	0	1174	6	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	1	0	2	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	1	0	2	0	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Sulfurisoma;Sulfurisoma sediminicola	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	251	205	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	1	0	0	2	0	0	0	0	0	0	269	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	101	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Thiobacillus;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	2	0	0	0	92	0	1	0	0	157	0	0	0	0	0	44	0	0	0	0	0	0	0	0	1	0	0	235	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
