sum.taxonomy	R3_AS_DB1	R3_AS_DB2	R3_AS_PN1	R3_AS_PN2	R3_BC_DB1	R3_BC_DB2	R3_BC_PN1	R3_BC_PN2	R3_BP_DB1	R3_BP_DB2	R3_BP_PN1	R3_BP_PN2	R3_CC_DB1	R3_CC_DB2	R3_CC_PN1	R3_CC_PN2	R3_EV_DB1	R3_EV_DB2	R3_EV_PN1	R3_GL_DB1	R3_GL_DB2	R3_GL_PN1	R3_GL_PN2	R3_GN_DB1	R3_GN_DB2	R3_GN_PN1	R3_GN_PN2	R3_K0551_L7	R3_K0553_G5	R3_K0553_L7	R3_K0553_M8	R3_K0554_A1	R3_K0554_B2	R3_K0554_C3	R3_K0554_E4	R3_K0554_G5	R3_K0554_K6	R3_K0554_L7	R3_K0554_T9	R3_K0556_C3	R3_K0556_E4	R3_K0556_G5	R3_K0556_T9	R3_K0557_A1	R3_K0557_B2	R3_K0557_C3	R3_K0557_E4	R3_K0557_K6	R3_K0557_L7	R3_K0557_T9	R3_K0559_B2	R3_K0559_C3	R3_K0559_E4	R3_K0559_G5	R3_K0559_K6	R3_K0559_M8	R3_K0559_T9	R3_K0560_A1	R3_K0560_G5	R3_K0560_K6	R3_K0560_M8	R3_K0560_T9	R3_K0563_M8	R3_K0568_A1	R3_K0568_C3	R3_K0568_G5	R3_K0568_K6	R3_K0568_L7	R3_K0568_M8	R3_K0569_A1	R3_K0569_B2	R3_K0569_G5	R3_K0569_K6	R3_K0569_L7	R3_K0569_T9	R3_K0591_A1	R3_K0591_E4	R3_K0591_G5	R3_K0591_T9	R3_K0592_A1	R3_K0592_B2	R3_K0592_C3	R3_K0592_E4	R3_K0592_G5	R3_K0592_K6	R3_K0592_L7	R3_K0592_M8	R3_K0598_A1	R3_K0598_B2	R3_K0598_C3	R3_K0598_E4	R3_K0598_K6	R3_K0598_L7	R3_K0598_M8	R3_K0598_T9	R3_K0600_B2	R3_K0600_C3	R3_K0600_E4	R3_K0600_G5	R3_K0600_K6	R3_K0600_M8	R3_K0782_E4	R3_K0782_M8	R3_K0782_T9	R3_K0783_C3	R3_K0787_A1	R3_K0787_B2	R3_K0787_E4	R3_K0787_K6	R3_K0787_L7	R3_K0787_M8	R3_K0788_B2	R3_K0788_E4	R3_K0788_K6	R3_K0790_A1	R3_K0790_B2	R3_K0790_G5	R3_K0790_K6	R3_K0790_L7	R3_K0790_M8	R3_K0790_T9	R3_LB_DB1	R3_LB_DB2	R3_LB_PN1	R3_LB_PN2	R3_MW_DB1	R3_MW_DB2	R3_MW_PN1	R3_MW_PN2	R3_SD_DB1	R3_SD_DB2	R3_SD_PN1	R3_SD_PN2	R3_TW_DB1	R3_TW_DB2	R3_TW_PN1	R3_TW_PN2	R3_VW_DB1	R3_VW_DB2	R3_VW_PN1	R3_VW_PN2
Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia cf. promare	0	0	0	0	0	1	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia cf. recta RT-2009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia palea	50	204	157	0	998	887	0	198	0	0	1	0	0	28	0	0	0	0	0	0	0	0	0	1	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	73	0	326	367	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	98	0	0	0	0	0	98	1	69	0	0	0	30	72	2	45	0	0	0	1	94	314	294	146	0	0	0	0
Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia sp. (in: Bacillariophyta)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia sp. BOLD:AAO7110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia sp. NIES-3581	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	20	39	0	0	0	0	0	0	0	52	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	12	0	24
Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia hasleana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	1	85	9	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	105	34	1	1	354	0	366	0	0	0	313	891	712	2614	0	577	120	763	68	0	0	0	0	0	0	0	119	210	398	0	0	418	397	0	65	0	113	0	482	139	0	8	0	18	0	0	0	0	229	140	0	0	15	0	0	0	0	12	49	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	5	0	0	0	0
Eukaryota;Bacillariophyta;Bacillariophyceae;Cymbellales;Gomphonemataceae;Gomphonema;Gomphonema parvulum	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	1	0	0	0	122	0	0	0	0	0	0	1	0	0	0	81	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	1	0	0	0	0	0	72	0	0	0	0	0	0	56	0	83	0	0	0	0	0	0	0	0	83	0	78	26	0	0	1	0	22	0	0	66	0	0	42	53	164	0	0	0	1	0	0	0	0	0	63	0	62	42	0	0	0	0	0	49	153	3	0	0	0	31	0	0	0	0	0	0	0	0
Eukaryota;Bacillariophyta;Bacillariophyceae;NA;;NA;	0	0	0	0	86	95	0	376	0	0	0	0	0	9	0	0	0	0	0	91	0	62	1	0	0	0	0	0	11	0	13	0	0	0	0	0	0	0	0	35	0	50	8	0	28	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	107	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	122	141	147	166	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;NA;;	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	61	0	43	4	0	0	0	0	0	0	1	196	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	3	0	0	7	1	0	0	0	0	0	0	0	0	0	5	79	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	1	2	0	3	0	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Fistulifera;	0	0	0	0	168	210	0	139	0	0	300	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	42	0	78	1	0	0	141	0	0	0	0	0	0	73	0	138	1	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	33	0	0	0	0	99	0	0	0	0	0	1062	0	0	0	0	0	126	1	211	333	0	0	0	36	36	0	0	0	0	1	0	0
Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Fistulifera;Fistulifera pelliculosa	0	132	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	265	83	103	65	0	71	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Fistulifera;Fistulifera solaris	0	0	0	0	0	99	0	0	0	0	109	25	0	0	0	0	0	0	0	261	152	411	0	0	0	0	0	0	0	0	113	55	393	0	1	0	0	0	1	0	0	0	0	1	57	0	0	1	0	0	0	0	0	0	0	0	0	0	68	0	0	138	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	54	0	73	0	64	52	0	0	0	0	285	130	0	1	0	781	0	0	0	0	0	0	0	0	242	0	0	163	86	397	0	0	2	236	0	0	0	0	0	80	1	571	46	46	0	0	0	174	162	442	432	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Haslea;Haslea provincialis	0	0	1	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	27	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Mayamaea;Mayamaea permitis	0	0	0	0	1	22	0	30	1	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	2	0	0	25	0	18	0	0	0	0	30	0	27	125	0	0	37	0	0	70	0	0	0	0	0	0	0	197	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	21	1	0	0	0	0	0	0	0	19	0	0	0	50	0	0	96	0	0	0	113	0	0	0	0	23	422	1	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Pinnulariaceae;Pinnularia;	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	22	405	1	0	103	0	1	0	73	0	1	0	0	219	405	0	66	1	0	54	0	0	1	2	0	0	0	0	273	0	0	1375	1	0	0	3	1	0	0	0	0	6	7	11	2	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	184	1	0	108	0	428	1	68	0	0	0	0	104	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Pinnulariaceae;Pinnularia;Pinnularia acrosphaeria	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	201	0	0	162	0	0	0	0	0	114	809	979	263	0	139	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0
Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Pinnulariaceae;Pinnularia;Pinnularia cf. microstauron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Pinnulariaceae;Pinnularia;Pinnularia sp. 10 CS-2011	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	4	5	0	1	0	0	0	1	0	3	0	0	0	0	0	5	0	0	11	0	0	0	0	1	0	0	0	0	3	9	22	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	2	2	0	8	0	2	1	0	0	0	2	0	67	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Sellaphoraceae;Sellaphora;	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	9	0	0	0	2	0	0	0	0	9	0	0	192	0	0	53	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	25	0	0	0	112	0	0	23	0	59	50	0	0	0	11	0	0	34	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	69	302	0	0	320	0	0	0	0	25	0	0	0	0	0	0	0	0	28	36	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Sellaphoraceae;Sellaphora;Sellaphora cf. minima	0	0	0	0	0	0	0	0	0	42	98	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	519	0	0	71	0	42	0	0	0	0	0	0	81	333	0	2	0	0	0	71	1	91	79	0	0	60	0	187	0	0	139	60	0	1	127	0	0	0	0	0	518	570	875	162	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	678	0	169	0	0	57	0	164	0	27	0	0	0	19	111	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Sellaphoraceae;Sellaphora;Sellaphora pupula	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Melosirales;Melosiraceae;Melosira;Melosira ambiqua	0	0	1	0	0	0	0	0	1479	0	554	507	0	0	0	0	1018	3698	670	0	34	0	0	4823	4366	2515	5684	0	1	0	0	139	195	0	419	0	0	0	104	0	0	0	0	431	138	0	140	96	0	99	0	0	0	0	0	0	0	0	815	0	0	109	0	0	0	0	5	175	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	0	0	21	214	380	431	39	1	102	250	0	32	75	73	227	154	0	9	63	269	58	35	50	108	0	49	0	2595	2752	3471	2296	206	5753	524	17348	0	1	1	0	0	0	0	0
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;NA;;	0	0	0	0	0	0	0	0	83	0	34	0	0	0	0	0	0	13	0	0	0	0	0	50	0	0	30	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	39	7	1	0	0	12	0	0	0	0	0	0	0	33	33	0	44	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	24	16	0	39	0	0	0	0	1	0	0	0	0	52	0	0	402	61	0	121	0	0	0	0	0	0	0	0
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemataceae;Skeletonema;	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	24	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	109	0	303	0	0	0	0	0	0	0	0
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Stephanodiscaceae;Cyclotella;	0	0	0	0	0	0	0	0	4617	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	26	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	31	109	0	0	281	0	0	0	0	0	0	0	0	0	37	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Stephanodiscaceae;Cyclotella;Cyclotella cryptica	0	0	1	0	17	16	2	3	9	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	4	0	1	66	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	4	0	0	0	5	0	3	11	0	0	0	0	0	0	0	0	2	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Stephanodiscaceae;Stephanodiscus;	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	114	798	0	0	0	0	0	1591	765	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	37	0	0	0	0	20	0	0	0	0	0	0	0	0	60	0	0	0	57	92	1	1	73	0	42	55	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;NA;;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	524	0	0	0	0	492	94	0	0	0	0	0	0	37	1	0	0	0	29	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Pluteaceae;Pluteus;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Psathyrella;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0
Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Psathyrella;Psathyrella candolleana	0	0	0	0	82	0	0	206	0	42	1068	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	3134	249	131	290	0	246	0	103	0	82	0	2644	638	1057	144	218	0	137	54	0	0	50	239	94	544	97	0	0	0	1226	0	0	1130	0	126	0	0	138	0	0	93	106	0	0	0	0	0	1498	187	0	63	126	194	149	164	78	122	97	0	0	0	571	407	0	215	72	196	0	0	40	0	0	558	332	0	811	243	272	215	132	0	68	313	100	306	0	0	0	96	109	61	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	20	0	0	0	0	0
Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Blastosporella;Blastosporella zonata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Laccaria;Laccaria bicolor	0	0	0	0	0	0	0	0	26	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Agaricomycetes;Boletales;Paxillaceae;Paxillus;Paxillus involutus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	109	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Agaricomycetes;NA;;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Ganoderma;Ganoderma lucidum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	133	121	64	164	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
