sum.taxonomy	R1_AS_DB1	R1_AS_DB2	R1_AS_PN1	R1_AS_PN2	R1_BC_PN1	R1_BC_PN2	R1_BP_DB1	R1_BP_DB2	R1_BP_DB3	R1_BP_PN1	R1_BP_PN2	R1_CC_DB2	R1_CC_PN1	R1_CC_PN2	R1_EV_DB1	R1_EV_DB2	R1_EV_PN1	R1_EV_PN2	R1_GL_DB1	R1_GL_DB2	R1_GL_PN1	R1_GL_PN2	R1_GN_DB1	R1_GN_DB2	R1_GN_PN1	R1_GN_PN2	R1_K0526_B2	R1_K0526_C3	R1_K0526_G5	R1_K0527_B2	R1_K0527_B2_2	R1_K0527_C3	R1_K0527_E4	R1_K0527_K6	R1_K0527_L7	R1_K0527_T9	R1_K0528_A1	R1_K0528_E4	R1_K0528_G5	R1_K0528_K6	R1_K0528_L7	R1_K0528_T9	R1_K0529_A1	R1_K0529_B2	R1_K0529_C3	R1_K0529_G5	R1_K0529_K6	R1_K0529_L7	R1_K0529_M8	R1_K0529_T9	R1_K0530_A1	R1_K0530_B2	R1_K0530_C3	R1_K0530_E4	R1_K0530_K6	R1_K0530_L7	R1_K0530_M8	R1_K0539_L7	R1_K0585_T9	R1_K0593_A1	R1_K0593_C3	R1_K0593_E4	R1_K0593_G5	R1_K0593_K6	R1_K0593_L7	R1_K0593_M8	R1_K0593_T9	R1_K0594_A1	R1_K0594_E4	R1_K0594_L7	R1_K0594_T9	R1_K0595_A1	R1_K0595_B2	R1_K0595_G5	R1_K0595_K6	R1_K0595_L7	R1_K0595_M8	R1_K0595_T9	R1_K0596_B2	R1_K0596_C3	R1_K0596_E4	R1_K0596_G5	R1_K0596_K6	R1_K0596_L7	R1_K0596_T9	R1_K0597_C3	R1_K0597_E4	R1_K0597_K6	R1_K0597_L7	R1_K0597_M8	R1_K0597_T9	R1_K0599_A1	R1_K0599_E4	R1_K0599_G5	R1_K0599_K6	R1_K0599_L7	R1_K0599_M8	R1_K0599_T9	R1_K0672_A1	R1_K0672_B2	R1_K0672_C3	R1_K0672_G5	R1_K0672_T9	R1_K0673_A1	R1_K0673_G5	R1_K0674_E4	R1_K0674_G5	R1_K0674_M8	R1_K0676_B2	R1_K0676_M8	R1_K0676_T9	R1_K0677_A1	R1_K0677_B2	R1_K0677_E4	R1_K0677_L7	R1_K0678_B2	R1_K0678_E4	R1_K0678_K6	R1_K0678_L7	R1_K0679_B2	R1_K0679_M8	R1_K0701_C3	R1_LB_DB1	R1_LB_DB1reserve	R1_LB_DB2	R1_LB_DB2reserve	R1_LB_PN1	R1_LB_PN2	R1_MW_DB1	R1_MW_DB2	R1_MW_PN1	R1_MW_PN2	R1_SD_DB1	R1_SD_DB2	R1_SD_PN1	R1_SD_PN2	R1_TW_DB1	R1_TW_DB2	R1_TW_PN1	R1_TW_PN2	R1_VW_DB1	R1_VW_PN1	R1_VW_PN2
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Gimesia;Gimesia maris	0	73	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	25	0	0	0	0	51	0	38	0	1	0	8	0	0	0	1	0	12	0	23	0	59	41	0	0	0	0	0	18	0	0	0	108	0	0	0	65	0	0	0	0	0	54	0	0	0	10	0	24	1	0	0	13	0	26	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	15	0	0	0	0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;	48	619	69	31	0	20	0	34	0	769	23	154	0	0	1	189	2	63	494	95	122	1	441	229	210	21	455	164	45	503	405	553	129	134	822	305	1067	428	1	298	0	93	307	169	104	71	372	714	162	364	328	247	96	309	122	43	385	293	520	100	267	146	176	176	244	73	159	43	103	147	423	605	348	398	233	489	126	38	268	878	234	439	149	483	33	492	131	331	272	609	129	81	288	426	143	293	16	648	297	71	468	203	390	359	0	282	287	130	407	40	108	62	370	234	207	75	334	19	0	310	534	116	1	22	48	122	0	0	571	35	0	54	0	456	25	14	530	60	325	22	1443	101	103
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;Gemmata-like str. CJuql4	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;Gemmata-like str. JW10-3f1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	14	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;Planctomycetaceae bacterium D2	0	0	0	0	0	0	32	22	0	0	0	0	0	0	21	1	38	53	0	1	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	36	0	0	0	20	0	0	0	0	46	24	51	0	0	176	0	0	0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;planctomycete DDSW1318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	29	0	0	0	0	0	0	49	35	0	0	0	62	0	100	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	24	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	215	0	0	0	51	51	0	0	0	0	0	0	0	0	51	0	0	0	0	34	11	94	0	0	0	0	0	0	32	0	0	21	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;planctomycete GMD15D02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	12	0	0	0	0	0	0	13	0	10	0	1	0	0	0	4	0	0	0	0	10	0	5	0	0	0	0	10	8	0	0	0	0	0	0	0	0	0	0	0	15	0	7	0	0	0	0	0	12	7	0	17	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	14	0	0	0	3	0	17	0	31	0	0	0	0	0	7	0	0	8	0	43	0	0	0	0	6	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;planctomycete LX80	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	19	0	11	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	34	27	0	0	0	12	41	0	0	6	73	0	50	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	12	0	0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;planctomycete MS1316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	20	14	20	0	101	27	26	0	16	19	10	65	43	56	9	0	87	70	11	0	0	0	0	0	0	11	0	0	0	34	0	0	0	0	0	0	0	0	0	53	43	0	0	0	87	0	15	0	70	0	0	35	175	0	20	0	0	38	0	0	0	85	17	0	0	0	0	18	8	0	40	0	52	0	22	0	19	5	0	0	0	10	2	0	0	0	0	0	13	0	0	0	0	0	0	0	11	0	18	0	0	0	10	0	0	0	0	20	0	0	52	0	0	0	0	0	0	0	0	0	159	0	123	0	0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;planctomycete MS1399	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	14	1	46	0	32	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	41	81	0	0	0	0	32	0	0	0	24	0	0	0	0	0	0	33	1	31	0	0	26	0	0	0	0	0	17	0	38	13	12	0	0	0	1	0	55	18	0	48	27	0	0	1	0	27	146	0	0	0	0	0	23	0	31	0	0	0	0	0	0	0	0	0	0	12	0	0	0	14	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;planctomycete str. 292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	15	0	0	0	0	0	0	0	1	75	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;planctomycete str. 567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;planctomycete WWH14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	38	0	0	0	0	67	0	29	0	0	1	0	0	0	0	0	0	0	0	18	0	0	46	0	61	0	22	20	0	41	0	0	0	0	0	0	0	0	0	18	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Pirellula;Pirellula sp.	0	34	20	20	0	0	0	0	0	22	1	0	0	0	0	53	0	0	53	51	49	0	50	0	0	0	28	0	18	90	57	86	21	13	115	101	0	24	0	40	0	12	0	29	16	0	41	38	0	0	15	54	0	1	23	0	0	34	117	0	83	1	0	53	37	0	116	0	52	50	19	0	1	25	24	151	0	0	20	62	20	107	100	19	13	86	0	29	64	183	0	11	0	31	0	115	0	31	0	0	0	0	48	0	0	95	0	1	0	0	0	0	0	0	0	0	23	0	0	0	36	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	30	0	0	0	111	0	0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Pirellula;Pirellula sp. Br1-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	29	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	23	1	0	0	0	0	47	0	0	28	0	0	30	0	0	0	0	0	0	0	28	41	53	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	30	0	0	36	0	0	0	0	0	0	1	1	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Pirellula;Pirellula staleyi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces;	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	31	0	16	0	10	0	0	0	0	7	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	6	0	8	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	48	0	0	0	0	7	16	0	0	7	0	0	0	0	32	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	27	0	0	0	40	0	0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces;Planctomyces sp.	0	0	0	0	0	0	0	0	1	126	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	13	30	0	0	0	10	0	0	0	0	103	14	1	14	0	9	82	9	0	0	35	27	1	42	30	32	21	39	0	0	18	0	27	0	23	18	51	42	0	9	0	27	1	0	137	105	38	78	85	36	0	0	27	53	0	32	0	0	1	22	0	0	0	133	45	0	1	54	7	23	0	15	23	1	43	14	30	20	0	28	0	0	0	0	0	0	45	0	43	21	39	0	0	21	44	11	0	0	0	45	0	0	6	0	0	0	0	0	0	27	0	0	118	0	0	0	0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces;Planctomyces sp. Io1-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	8	0	0	0	0	0	0	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	8	0	3	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctopirus;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	14	14	0	0	18	0	0	0	16	13	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Rhodopirellula;	0	0	0	0	0	0	17	14	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	23	0	0	0	0	0	0	0	0	19	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	67	0	95	0	0	0	0	133	49	137	0	0	0	0	0	0	66	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Rhodopirellula;Rhodopirellula sp.	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	39	0	0	71	0	0	1	96	1	45	0	33	0	18	104	10	109	35	8	148	31	191	0	0	24	0	21	0	0	25	0	2	369	0	68	37	0	0	55	0	0	0	46	0	0	0	0	0	60	0	0	70	0	0	24	1	95	0	0	1	39	0	0	0	85	8	0	0	27	1	75	0	46	42	66	0	0	0	34	0	0	0	55	0	0	39	0	32	23	0	32	21	0	44	0	0	0	18	0	24	0	68	0	0	0	38	0	0	0	0	0	0	0	129	0	0	0	0	20	0	0	0	0	0	0	249	0	28
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Roseimaritima;Roseimaritima ulvae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Rubinisphaera;Rubinisphaera sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Thermostilla;Thermostilla marina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Tuwongella;Tuwongella immobilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	0	13	0	0	0	0	0	0	0	0	8	0	5	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Acidithiobacillia;Acidithiobacillales;Acidithiobacillaceae;Acidithiobacillus;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	124	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;	0	0	1	49	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	56	0	0	26	0	65	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	18	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	1	163
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas sp. EMB 358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	26	0	0	0	1	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	19	0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;	0	0	44	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter sp. WW137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	1	0	0	52	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	33	0	0	1	0	68	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	53	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	67	0	102	0	0	0	0	0	0	42	61	0	0	40	0	0	0	0	275	0	0	0	0	0	0	0	28	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;Phenylobacterium falsum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;NA;;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
