name,latitude,longitude,bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,us_l3name,grtgroup,soil pH in H20,soil organic carbon,soil sand,soil clay,soil bulk density,elevation,slope,aspect,gHM,NDVI,EVI,NBRT,greenness,landcover,impervious,percent_tree_cover,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12
K0566_M8,34.203802,-118.166414,17.2,14.4,51.0,46.21,32.3,4.6,27.7,12.3,23.0,23.6,11.8,530.0,110.0,1.0,92.0,311.0,7.0,17.0,289.0,Southern California/Northern Baja Coast,289.0,7.2,0.6,45.0,24.0,14.7,363.1646423339844,12.627720490898621,130.22267050969737,0.7354370951652527,0.3545090854167938,0.37587716010690386,0.9720249516438437,0.48034045100212097,52.0,3.0,12.0,0.13830000162124634,0.11029999703168869,0.09605000168085098,0.09775000065565109,0.12720000743865967,0.18940000236034393,0.2168000042438507,0.21819999814033508,0.2467000037431717,0.09754999727010727,0.001550000044517219,0.20440000295639038,0.13535000383853912
K0562_C3,34.107877,-118.246044,18.3,12.1,54.0,35.65,29.9,7.6,22.3,14.4,22.5,23.2,14.0,393.0,89.0,0.0,100.0,250.0,5.0,13.0,228.0,Southern California/Northern Baja Coast,289.0,7.6,0.4,46.0,24.0,14.2,109.3302993774414,2.8265248344388714,204.45738429021094,0.9460710287094116,0.13794046640396118,0.14352938950154667,0.9476349455991769,0.15078496932983398,23.0,53.0,3.0,0.17354999482631683,0.133200004696846,0.12205000221729279,0.12039999663829803,0.13455000519752502,0.16120000183582306,0.17775000631809235,0.17284999787807465,0.18805000185966492,0.08030000329017639,0.001449999981559813,0.17010000348091125,0.13635000586509705
K0562_K6,34.108085,-118.246606,18.3,12.1,54.0,35.65,29.9,7.6,22.3,14.4,22.5,23.2,14.0,393.0,89.0,0.0,100.0,250.0,5.0,13.0,228.0,Southern California/Northern Baja Coast,289.0,7.5,0.4,45.0,24.0,14.1,109.3302993774414,2.6979855419732646,215.55813085514887,0.9460710287094116,0.14609314501285553,0.15304579462834936,0.9496473506830356,0.16716276109218597,23.0,53.0,2.0,0.16769999265670776,0.133200004696846,0.12205000221729279,0.12039999663829803,0.13455000519752502,0.16120000183582306,0.17775000631809235,0.17284999787807465,0.18805000185966492,0.07479999959468842,0.00139999995008111,0.17010000348091125,0.13635000586509705
K0562_L7,34.10837,-118.246832,18.3,12.1,54.0,35.65,29.9,7.6,22.3,14.4,22.5,23.2,14.0,393.0,89.0,0.0,100.0,250.0,5.0,13.0,228.0,Southern California/Northern Baja Coast,289.0,7.5,0.4,45.0,24.0,14.1,109.3302993774414,2.4338163213304798,215.55813085514887,0.936476469039917,0.14240321516990662,0.14147367832663982,0.9496473506830356,0.16716276109218597,23.0,41.0,1.0,0.16769999265670776,0.16259999573230743,0.15815000236034393,0.16814999282360077,0.1754000037908554,0.2040500044822693,0.21389999985694885,0.2076999992132187,0.2249000072479248,0.07479999959468842,0.00139999995008111,0.22104999423027039,0.1882999986410141
K0562_M8,34.108515,-118.247228,18.3,12.1,54.0,35.65,29.9,7.6,22.3,14.4,22.5,23.2,14.0,393.0,89.0,0.0,100.0,250.0,5.0,13.0,228.0,Southern California/Northern Baja Coast,289.0,7.5,0.4,45.0,24.0,14.1,106.76182556152344,1.97458510569237,219.6142291180385,0.936476469039917,0.14240321516990662,0.13541363616290747,0.9496473506830356,0.16716276109218597,23.0,41.0,1.0,0.16769999265670776,0.16259999573230743,0.15815000236034393,0.16814999282360077,0.1754000037908554,0.2040500044822693,0.21389999985694885,0.2076999992132187,0.2249000072479248,0.07479999959468842,0.00139999995008111,0.22104999423027039,0.1882999986410141
K0786_A1,34.108218,-118.246629,18.3,12.1,54.0,35.65,29.9,7.6,22.3,14.4,22.5,23.2,14.0,393.0,89.0,0.0,100.0,250.0,5.0,13.0,228.0,Southern California/Northern Baja Coast,289.0,7.5,0.4,45.0,24.0,14.1,109.3302993774414,2.6979855419732646,215.55813085514887,0.936476469039917,0.14240321516990662,0.14147367832663982,0.9496473506830356,0.16325749456882477,23.0,41.0,1.0,0.17354999482631683,0.16259999573230743,0.15815000236034393,0.16814999282360077,0.1754000037908554,0.2040500044822693,0.21389999985694885,0.2076999992132187,0.2249000072479248,0.07940000295639038,0.001449999981559813,0.22104999423027039,0.1882999986410141
K0786_B2,34.108065,-118.247171,18.3,12.1,54.0,35.65,29.9,7.6,22.3,14.4,22.5,23.2,14.0,393.0,89.0,0.0,100.0,250.0,5.0,13.0,228.0,Southern California/Northern Baja Coast,289.0,7.5,0.4,45.0,24.0,14.1,106.76182556152344,1.97458510569237,219.6142291180385,0.9460710287094116,0.14240321516990662,0.13541363616290747,0.955098866448048,0.2022385448217392,23.0,68.0,4.0,0.15700000524520874,0.13044999539852142,0.11590000241994858,0.11190000176429749,0.11550000309944153,0.131850004196167,0.14354999363422394,0.13955000042915344,0.15324999392032623,0.06605000048875809,0.00139999995008111,0.12444999814033508,0.09459999948740005
K0786_E4,34.108042,-118.246403,18.3,12.1,54.0,35.65,29.9,7.6,22.3,14.4,22.5,23.2,14.0,393.0,89.0,0.0,100.0,250.0,5.0,13.0,228.0,Southern California/Northern Baja Coast,289.0,7.5,0.4,45.0,24.0,14.1,109.3302993774414,2.6979855419732646,215.55813085514887,0.9460710287094116,0.14609314501285553,0.13541363616290747,0.9476349455991769,0.16325749456882477,23.0,53.0,2.0,0.17354999482631683,0.133200004696846,0.12205000221729279,0.12039999663829803,0.13455000519752502,0.16120000183582306,0.17775000631809235,0.17284999787807465,0.18805000185966492,0.08030000329017639,0.001449999981559813,0.17010000348091125,0.13635000586509705
K0786_G5,34.10828,-118.246848,18.3,12.1,54.0,35.65,29.9,7.6,22.3,14.4,22.5,23.2,14.0,393.0,89.0,0.0,100.0,250.0,5.0,13.0,228.0,Southern California/Northern Baja Coast,289.0,7.5,0.4,45.0,24.0,14.1,109.3302993774414,2.4338163213304798,215.55813085514887,0.936476469039917,0.14240321516990662,0.13541363616290747,0.9496473506830356,0.16716276109218597,23.0,41.0,1.0,0.16769999265670776,0.16259999573230743,0.15815000236034393,0.16814999282360077,0.1754000037908554,0.2040500044822693,0.21389999985694885,0.2076999992132187,0.2249000072479248,0.07479999959468842,0.00139999995008111,0.22104999423027039,0.1882999986410141
BP_DB1,34.108297,-118.246601,18.3,12.1,54.0,35.65,29.9,7.6,22.3,14.4,22.5,23.2,14.0,393.0,89.0,0.0,100.0,250.0,5.0,13.0,228.0,Southern California/Northern Baja Coast,289.0,7.5,0.4,45.0,24.0,14.1,109.3302993774414,2.6979855419732646,215.55813085514887,0.936476469039917,0.14240321516990662,0.14147367832663982,0.9476349455991769,0.16325749456882477,23.0,41.0,1.0,0.17354999482631683,0.16259999573230743,0.15815000236034393,0.16814999282360077,0.1754000037908554,0.2040500044822693,0.21389999985694885,0.2076999992132187,0.2249000072479248,0.08030000329017639,0.001449999981559813,0.22104999423027039,0.1882999986410141
BP_DB2,34.108322,-118.246899,18.3,12.1,54.0,35.65,29.9,7.6,22.3,14.4,22.5,23.2,14.0,393.0,89.0,0.0,100.0,250.0,5.0,13.0,228.0,Southern California/Northern Baja Coast,289.0,7.5,0.4,45.0,24.0,14.1,109.3302993774414,2.4338163213304798,215.55813085514887,0.936476469039917,0.14240321516990662,0.13541363616290747,0.9496473506830356,0.16716276109218597,23.0,41.0,1.0,0.16769999265670776,0.16259999573230743,0.15815000236034393,0.16814999282360077,0.1754000037908554,0.2040500044822693,0.21389999985694885,0.2076999992132187,0.2249000072479248,0.07479999959468842,0.00139999995008111,0.22104999423027039,0.1882999986410141
BP_PN1,34.108004,-118.246504,18.3,12.1,54.0,35.65,29.9,7.6,22.3,14.4,22.5,23.2,14.0,393.0,89.0,0.0,100.0,250.0,5.0,13.0,228.0,Southern California/Northern Baja Coast,289.0,7.5,0.4,45.0,24.0,14.1,109.3302993774414,2.6979855419732646,215.55813085514887,0.9460710287094116,0.14609314501285553,0.13541363616290747,0.9476349455991769,0.16325749456882477,23.0,53.0,2.0,0.17354999482631683,0.133200004696846,0.12205000221729279,0.12039999663829803,0.13455000519752502,0.16120000183582306,0.17775000631809235,0.17284999787807465,0.18805000185966492,0.08030000329017639,0.001449999981559813,0.17010000348091125,0.13635000586509705
BP_PN2,34.108241,-118.246821,18.3,12.1,54.0,35.65,29.9,7.6,22.3,14.4,22.5,23.2,14.0,393.0,89.0,0.0,100.0,250.0,5.0,13.0,228.0,Southern California/Northern Baja Coast,289.0,7.5,0.4,45.0,24.0,14.1,109.3302993774414,2.6979855419732646,215.55813085514887,0.936476469039917,0.14240321516990662,0.14147367832663982,0.9496473506830356,0.16716276109218597,23.0,41.0,1.0,0.16769999265670776,0.16259999573230743,0.15815000236034393,0.16814999282360077,0.1754000037908554,0.2040500044822693,0.21389999985694885,0.2076999992132187,0.2249000072479248,0.07479999959468842,0.00139999995008111,0.22104999423027039,0.1882999986410141
BC_DB1,34.1814,-118.49781,17.4,12.7,54.0,38.49,29.7,6.3,23.4,13.2,22.0,22.7,12.9,408.0,87.0,0.0,93.0,239.0,5.0,11.0,227.0,Southern California/Northern Baja Coast,289.0,7.7,0.4,39.0,26.0,15.1,216.68756103515625,0.5608581084703268,220.54424149588738,0.7681493163108826,0.3471622169017792,0.3350213300111145,0.9626886423368012,0.474967360496521,71.0,0.0,5.0,0.13680000603199005,0.1075500026345253,0.09070000052452087,0.08269999921321869,0.10625000298023224,0.16859999299049377,0.1964000016450882,0.20020000636577606,0.2203499972820282,0.0908999964594841,0.00139999995008111,0.15629999339580536,0.09839999675750732
BC_DB2,34.182075,-118.497835,17.4,12.7,54.0,38.49,29.7,6.3,23.4,13.2,22.0,22.7,12.9,408.0,87.0,0.0,93.0,239.0,5.0,11.0,227.0,Southern California/Northern Baja Coast,289.0,7.8,0.4,40.0,26.0,15.0,216.8607177734375,0.47536262034561055,244.5069667992304,0.7681493163108826,0.3168308734893799,0.3350213300111145,0.9601384245484803,0.5226544737815857,21.0,0.0,6.0,0.13680000603199005,0.10750000178813934,0.09070000052452087,0.08269999921321869,0.10644999891519547,0.16859999299049377,0.1964000016450882,0.20155000686645508,0.2204499989748001,0.0908999964594841,0.001550000044517219,0.15629999339580536,0.0986500009894371
BC_PN1,34.181399,-118.497808,17.4,12.7,54.0,38.49,29.7,6.3,23.4,13.2,22.0,22.7,12.9,408.0,87.0,0.0,93.0,239.0,5.0,11.0,227.0,Southern California/Northern Baja Coast,289.0,7.7,0.4,39.0,26.0,15.1,216.68756103515625,0.5608581084703268,220.54424149588738,0.7681493163108826,0.3471622169017792,0.3350213300111145,0.9626886423368012,0.474967360496521,71.0,0.0,5.0,0.13680000603199005,0.1075500026345253,0.09070000052452087,0.08269999921321869,0.10625000298023224,0.16859999299049377,0.1964000016450882,0.20020000636577606,0.2203499972820282,0.0908999964594841,0.00139999995008111,0.15629999339580536,0.09839999675750732
BC_PN2,34.182117,-118.497761,17.4,12.7,54.0,38.49,29.7,6.3,23.4,13.2,22.0,22.7,12.9,408.0,87.0,0.0,93.0,239.0,5.0,11.0,227.0,Southern California/Northern Baja Coast,289.0,7.8,0.4,40.0,26.0,15.0,216.8607177734375,0.47536262034561055,244.5069667992304,0.7681493163108826,0.3371056318283081,0.3218912827255833,0.9606585623705837,0.5226544737815857,21.0,0.0,6.0,0.13680000603199005,0.10750000178813934,0.09070000052452087,0.08269999921321869,0.10644999891519547,0.16859999299049377,0.1964000016450882,0.20155000686645508,0.2204499989748001,0.0908999964594841,0.001550000044517219,0.15629999339580536,0.0986500009894371
K0566_A1,34.181999,-118.497856,17.4,12.7,54.0,38.49,29.7,6.3,23.4,13.2,22.0,22.7,12.9,408.0,87.0,0.0,93.0,239.0,5.0,11.0,227.0,Southern California/Northern Baja Coast,289.0,7.8,0.4,40.0,26.0,15.0,216.8607177734375,0.47536262034561055,220.54424149588738,0.7681493163108826,0.3168308734893799,0.3087612354400522,0.9601384245484803,0.5226544737815857,71.0,0.0,6.0,0.13680000603199005,0.10750000178813934,0.09070000052452087,0.08269999921321869,0.10644999891519547,0.16859999299049377,0.1964000016450882,0.20155000686645508,0.2204499989748001,0.0908999964594841,0.001550000044517219,0.15629999339580536,0.0986500009894371
K0566_B2,34.18199,-118.497867,17.4,12.7,54.0,38.49,29.7,6.3,23.4,13.2,22.0,22.7,12.9,408.0,87.0,0.0,93.0,239.0,5.0,11.0,227.0,Southern California/Northern Baja Coast,289.0,7.8,0.4,40.0,26.0,15.0,216.8607177734375,0.47536262034561055,220.54424149588738,0.7681493163108826,0.3168308734893799,0.3087612354400522,0.9601384245484803,0.5226544737815857,71.0,0.0,6.0,0.13680000603199005,0.10750000178813934,0.09070000052452087,0.08269999921321869,0.10644999891519547,0.16859999299049377,0.1964000016450882,0.20155000686645508,0.2204499989748001,0.0908999964594841,0.001550000044517219,0.15629999339580536,0.0986500009894371
K0566_C3,34.18208,-118.497832,17.4,12.7,54.0,38.49,29.7,6.3,23.4,13.2,22.0,22.7,12.9,408.0,87.0,0.0,93.0,239.0,5.0,11.0,227.0,Southern California/Northern Baja Coast,289.0,7.8,0.4,40.0,26.0,15.0,216.8607177734375,0.47536262034561055,244.5069667992304,0.7681493163108826,0.3168308734893799,0.3350213300111145,0.9601384245484803,0.5226544737815857,21.0,0.0,6.0,0.13680000603199005,0.10750000178813934,0.09070000052452087,0.08269999921321869,0.10644999891519547,0.16859999299049377,0.1964000016450882,0.20155000686645508,0.2204499989748001,0.0908999964594841,0.001550000044517219,0.15629999339580536,0.0986500009894371
K0566_G5,34.181351,-118.497799,17.4,12.7,54.0,38.49,29.7,6.3,23.4,13.2,22.0,22.7,12.9,408.0,87.0,0.0,93.0,239.0,5.0,11.0,227.0,Southern California/Northern Baja Coast,289.0,7.7,0.4,39.0,26.0,15.1,216.6177520751953,0.5613613775698955,220.54424149588738,0.7681493163108826,0.3471622169017792,0.3350213300111145,0.9626886423368012,0.474967360496521,71.0,0.0,5.0,0.13680000603199005,0.1075500026345253,0.09070000052452087,0.08269999921321869,0.10625000298023224,0.16859999299049377,0.1964000016450882,0.20020000636577606,0.2203499972820282,0.0908999964594841,0.00139999995008111,0.15629999339580536,0.09839999675750732
K0566_K6,34.181668,-118.497872,17.4,12.7,54.0,38.49,29.7,6.3,23.4,13.2,22.0,22.7,12.9,408.0,87.0,0.0,93.0,239.0,5.0,11.0,227.0,Southern California/Northern Baja Coast,289.0,7.8,0.4,40.0,26.0,15.1,216.68756103515625,0.5608581084703268,220.54424149588738,0.7681493163108826,0.3168308734893799,0.3350213300111145,0.9601384245484803,0.474967360496521,71.0,0.0,6.0,0.13680000603199005,0.10750000178813934,0.09070000052452087,0.08269999921321869,0.10644999891519547,0.16859999299049377,0.1964000016450882,0.20155000686645508,0.2204499989748001,0.0908999964594841,0.001550000044517219,0.15629999339580536,0.0986500009894371
K0566_L7,34.181919,-118.497771,17.4,12.7,54.0,38.49,29.7,6.3,23.4,13.2,22.0,22.7,12.9,408.0,87.0,0.0,93.0,239.0,5.0,11.0,227.0,Southern California/Northern Baja Coast,289.0,7.8,0.4,40.0,26.0,15.0,216.8607177734375,0.47536262034561055,220.54424149588738,0.7681493163108826,0.3168308734893799,0.3087612354400522,0.9601384245484803,0.5226544737815857,71.0,0.0,6.0,0.13680000603199005,0.10750000178813934,0.09070000052452087,0.08269999921321869,0.10644999891519547,0.16859999299049377,0.1964000016450882,0.20155000686645508,0.2204499989748001,0.0908999964594841,0.001550000044517219,0.15629999339580536,0.0986500009894371
K0566_T9,34.181334,-118.497815,17.4,12.7,54.0,38.49,29.7,6.3,23.4,13.2,22.0,22.7,12.9,408.0,87.0,0.0,93.0,239.0,5.0,11.0,227.0,Southern California/Northern Baja Coast,289.0,7.7,0.4,39.0,26.0,15.1,216.6177520751953,0.5613613775698955,220.54424149588738,0.7681493163108826,0.3471622169017792,0.3350213300111145,0.9626886423368012,0.474967360496521,71.0,0.0,5.0,0.13680000603199005,0.1075500026345253,0.09070000052452087,0.08269999921321869,0.10625000298023224,0.16859999299049377,0.1964000016450882,0.20020000636577606,0.2203499972820282,0.0908999964594841,0.00139999995008111,0.15629999339580536,0.09839999675750732
K0570_M8,34.181171,-118.49782,17.4,12.7,54.0,38.49,29.7,6.3,23.4,13.2,22.0,22.7,12.9,408.0,87.0,0.0,93.0,239.0,5.0,11.0,227.0,Southern California/Northern Baja Coast,289.0,7.7,0.4,39.0,26.0,15.1,216.6177520751953,0.5613613775698955,220.54424149588738,0.7681493163108826,0.3849087059497833,0.3350213300111145,0.9693156385589363,0.474967360496521,71.0,3.0,5.0,0.13680000603199005,0.1075500026345253,0.09070000052452087,0.08269999921321869,0.10625000298023224,0.16859999299049377,0.1964000016450882,0.20020000636577606,0.2203499972820282,0.0908999964594841,0.00139999995008111,0.15629999339580536,0.09839999675750732
CC_DB1,33.842668,-118.205352,17.9,10.9,53.0,33.17,28.3,7.8,20.5,14.3,21.7,22.4,13.9,322.0,72.0,0.0,98.0,195.0,3.0,8.0,188.0,Southern California/Northern Baja Coast,289.0,7.7,0.2,38.0,32.0,15.4,13.169600486755371,1.7563850675765198,106.53153884374001,0.8838689923286438,0.23788371682167053,0.26145053626632975,0.9574751531364137,0.31340503692626953,22.0,48.0,7.0,0.15929999947547913,0.15039999783039093,0.13930000364780426,0.14425000548362732,0.1551000028848648,0.18614999949932098,0.20409999787807465,0.20149999856948853,0.21295000612735748,0.06679999828338623,0.00139999995008111,0.2092999964952469,0.16850000619888306
CC_DB2,33.843244,-118.206228,17.9,10.9,53.0,33.17,28.3,7.8,20.5,14.3,21.7,22.4,13.9,322.0,72.0,0.0,98.0,195.0,3.0,8.0,188.0,Southern California/Northern Baja Coast,289.0,7.7,0.4,37.0,31.0,14.9,13.82365608215332,1.2435160276223307,72.5538251276736,0.8838689923286438,0.17403315007686615,0.1612135046202049,0.9598263922818884,0.26751479506492615,24.0,75.0,4.0,0.17339999973773956,0.14894999563694,0.1358499974012375,0.13529999554157257,0.14550000429153442,0.15569999814033508,0.16404999792575836,0.15354999899864197,0.1662999987602234,0.06615000218153,0.00139999995008111,0.1704999953508377,0.14454999566078186
CC_PN1,33.842722,-118.205486,17.9,10.9,53.0,33.17,28.3,7.8,20.5,14.3,21.7,22.4,13.9,322.0,72.0,0.0,98.0,195.0,3.0,8.0,188.0,Southern California/Northern Baja Coast,289.0,7.7,0.2,38.0,32.0,15.4,13.169600486755371,1.7563850675765198,106.53153884374001,0.8838689923286438,0.17403315007686615,0.17894720329315858,0.9574751531364137,0.26751479506492615,22.0,48.0,7.0,0.15845000743865967,0.15039999783039093,0.13930000364780426,0.14425000548362732,0.1551000028848648,0.18614999949932098,0.20409999787807465,0.20149999856948853,0.21295000612735748,0.06679999828338623,0.00139999995008111,0.2092999964952469,0.16850000619888306
CC_PN2,33.843254,-118.205862,17.9,10.9,53.0,33.17,28.3,7.8,20.5,14.3,21.7,22.4,13.9,322.0,72.0,0.0,98.0,195.0,3.0,8.0,188.0,Southern California/Northern Baja Coast,289.0,7.7,0.4,37.0,31.0,14.9,13.647507667541504,1.8280709282140355,167.79109823406958,0.8838689923286438,0.17403315007686615,0.1612135046202049,0.9598263922818884,0.26751479506492615,22.0,70.0,4.0,0.16210000216960907,0.14894999563694,0.1358499974012375,0.13529999554157257,0.14550000429153442,0.17710000276565552,0.19085000455379486,0.18504999577999115,0.19949999451637268,0.06615000218153,0.00139999995008111,0.18330000340938568,0.14855000376701355
