sum.taxonomy	R2_AS_DB1	R2_AS_DB2	R2_AS_PN1	R2_AS_PN2	R2_BC_DB1	R2_BC_DB2	R2_BC_PN1	R2_BC_PN2	R2_BP_DB1	R2_BP_DB2	R2_BP_PN1	R2_BP_PN2	R2_CC_DB1	R2_CC_DB2	R2_CC_PN1	R2_CC_PN2	R2_EV_DB1	R2_EV_DB2	R2_EV_PN1	R2_EV_PN2	R2_GL_DB1	R2_GL_DB2	R2_GL_PN1	R2_GL_PN2	R2_GN_DB1	R2_GN_DB2	R2_GN_PN1	R2_GN_PN2	R2_K0541_B2	R2_K0541_K6	R2_K0541_M8	R2_K0541_T9	R2_K0543_C3	R2_K0543_E4	R2_K0543_G5	R2_K0543_L7	R2_K0543_M8	R2_K0543_T9	R2_K0544_A1	R2_K0544_B2	R2_K0544_C3	R2_K0544_E4	R2_K0544_G5	R2_K0544_K6	R2_K0544_L7	R2_K0561_A1	R2_K0561_B2	R2_K0561_C3	R2_K0561_G5	R2_K0561_L7	R2_K0561_M8	R2_K0561_T9	R2_K0562_A1	R2_K0562_B2	R2_K0562_C3	R2_K0562_E4	R2_K0562_G5	R2_K0562_K6	R2_K0562_L7	R2_K0562_M8	R2_K0565_A1	R2_K0565_B2	R2_K0565_C3	R2_K0565_G5	R2_K0565_K6	R2_K0565_L7	R2_K0565_M8	R2_K0565_T9	R2_K0566_A1	R2_K0566_B2	R2_K0566_C3	R2_K0566_G5	R2_K0566_K6	R2_K0566_L7	R2_K0566_M8	R2_K0566_T9	R2_K0567_A1	R2_K0567_A1D	R2_K0567_B2	R2_K0567_C3	R2_K0567_C3D	R2_K0567_E4	R2_K0567_E4D	R2_K0567_G5	R2_K0567_G5D	R2_K0567_K6	R2_K0567_K6D	R2_K0567_L7	R2_K0567_M8	R2_K0567_T9	R2_K0570_A1	R2_K0570_B2	R2_K0570_C3	R2_K0570_E4	R2_K0570_G5	R2_K0570_K6	R2_K0570_L7	R2_K0570_M8	R2_K0781_A1	R2_K0781_B2	R2_K0781_C3	R2_K0781_E4	R2_K0781_G5	R2_K0781_K6	R2_K0781_K6D	R2_K0781_L7	R2_K0781_M8	R2_K0781_T9	R2_K0784_A1	R2_K0784_B2	R2_K0784_B2D	R2_K0784_C3	R2_K0784_E4	R2_K0784_G5	R2_K0784_L7	R2_K0784_M8	R2_K0785_A1	R2_K0785_B2	R2_K0785_C3	R2_K0785_E4	R2_K0785_G5	R2_K0785_K6	R2_K0785_L7	R2_K0785_M8D	R2_K0785_T9	R2_K0786_A1	R2_K0786_B2	R2_K0786_E4	R2_K0786_G5	R2_K0786_K6	R2_K0786_L7	R2_K0786_L7D	R2_K0786_M8	R2_K0786_T9	R2_K0786_T9D	R2_K0789_A1	R2_K0789_B2	R2_K0789_C3	R2_K0789_E4	R2_K0789_G5	R2_K0789_K6	R2_K0789_L7	R2_K0789_M8	R2_K0789_T9	R2_K0796_K6	R2_LB_DB1_River	R2_LB_DB2_Reserve	R2_LB_PN1_River	R2_LB_PN2_Reserve	R2_MW_DB1	R2_MW_DB2	R2_MW_PN1	R2_MW_PN2	R2_SD_DB1	R2_TW_DB1	R2_TW_DB2	R2_TW_PN1	R2_TW_PN2	R2_VW_DB1	R2_VW_DB2	R2_VW_PN1	R2_VW_PN2
Eukaryota;Streptophyta;NA;Lamiales;Oleaceae;Hesperelaea;Hesperelaea palmeri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Streptophyta;NA;Lamiales;Oleaceae;Ligustrum;Ligustrum lucidum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	66	0	0	0	0	0	32	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Streptophyta;NA;Lamiales;Oleaceae;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Streptophyta;NA;Lamiales;Plantaginaceae;Plantago;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Streptophyta;NA;Lamiales;Plantaginaceae;Plantago;Plantago lanceolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1140	0	0	0	3	41	0	3132	0	25	44	0	0	2922	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Streptophyta;NA;Lamiales;Plantaginaceae;Plantago;Plantago major	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Streptophyta;NA;Lamiales;Plantaginaceae;Veronica;	0	0	0	0	0	0	0	0	0	73	1571	512	0	0	0	0	627	53	328	49	0	0	300	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	40	276	0	181	1873	0	0	0	226	86	16	137	0	318	0	0	0	0	0	0	0	0	0	217	3069	545	1399	273	1622	1893	1518	0	2	5326	5595	0	627	3635	3844	853	0	8654	4262	0	0	0	58	0	0	0	0	0	0	2	45	0	461	30	100	4507	0	0	14109	1538	182	4472	411	3577	3479	0	43170	193	297	2511	2454	1201	0	80	2	94	12507	0	1	0	2	0	0	0	0	0	127	0	0	0	0	7	6	293	218	0	0	483	637	0	1	518	69	0
Eukaryota;Streptophyta;NA;Lamiales;Plantaginaceae;Veronica;Veronica salina	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	2	0	2	0	0	0	1	0	0	0	9	0	0	0	0	20	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	15	0	0	0	0	1	3	1	0	3	6	0	0	0	0	0	0	0	0	0	4	0	7	48	5	13	10	0	27	22	73	0	3	83	6	3	13	87	12	0	0	0	6	0	0	0	0	0	0	40	0	0	6	0	1	49	0	0	24	18	3	8	6	7	16	0	96	12	0	24	12	10	59	3	152	0	17	0	93	0	97	0	0	0	0	0	2	0	0	0	0	121	0	0	2	0	0	0	5	0	0	2	1	0
Eukaryota;Streptophyta;NA;Lamiales;Verbenaceae;Lantana;Lantana camara	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Streptophyta;NA;Malpighiales;Euphorbiaceae;Euphorbia;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	449	33	0	30	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	17	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	35	0	0	0
Eukaryota;Streptophyta;NA;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia serpens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Streptophyta;NA;Malpighiales;Euphorbiaceae;NA;	0	0	0	0	346	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	849	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0
Eukaryota;Streptophyta;NA;Malpighiales;Euphorbiaceae;Ricinus;Ricinus communis	0	0	0	0	321	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	22	0	0	5467	0	0	0	0	0	0	0	8	0	0	0	10	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	92	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Streptophyta;NA;Malpighiales;Euphorbiaceae;Triadica;Triadica sebifera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Streptophyta;NA;Malpighiales;Salicaceae;Populus;	30	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Streptophyta;NA;Malpighiales;Salicaceae;Salix;	533	286	76	2167	1302	966	178	104	46	0	50	76	93	40	0	29	24	31	77	298	18	120	54	1359	0	61	9	460	390	0	0	996	140	321	0	114	470	0	0	0	0	5523	0	0	140	0	250	20675	14840	10410	667	263	205	0	11	15	0	45	53	0	0	0	0	0	0	0	0	37	11321	5994	6482	3948	6912	8505	0	3853	0	0	1551	0	18	11396	900	580	131	5830	1525	233	9	0	68	243	293	17	28	0	7	7161	804	111	0	32	0	0	0	19	0	0	0	1	28	0	2	0	0	0	0	0	0	3	0	243	0	0	0	2578	45	1889	38	84	17	0	0	197	0	0	0	0	0	0	0	0	0	0	455	0	369	194	0	0	8	1	27	37	0	21	95	575	10	0	6	13
Eukaryota;Streptophyta;NA;Malpighiales;Salicaceae;Salix;Salix amygdaloides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Streptophyta;NA;Malpighiales;Salicaceae;Salix;Salix vestita	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Streptophyta;NA;Malvales;Malvaceae;Brachychiton;Brachychiton populneus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	543	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Streptophyta;NA;Malvales;Malvaceae;Ceiba;Ceiba insignis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Streptophyta;NA;Malvales;Malvaceae;Hibiscus;Hibiscus arnottianus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Streptophyta;NA;Malvales;Malvaceae;Hibiscus;Hibiscus fragilis	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Streptophyta;NA;Malvales;Malvaceae;Malva;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1767	1561	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Streptophyta;NA;Myrtales;Lythraceae;Ammannia;Ammannia multiflora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Streptophyta;NA;Myrtales;Lythraceae;Ammannia;Ammannia robusta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Streptophyta;NA;Myrtales;Lythraceae;Lagerstroemia;Lagerstroemia indica	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	43	0	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Streptophyta;NA;Myrtales;Myrtaceae;Corymbia;	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	27	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Streptophyta;NA;Myrtales;Myrtaceae;Corymbia;Corymbia eximia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	39	0	0	0	44	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	71	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Streptophyta;NA;Myrtales;Myrtaceae;Eucalyptus;	0	0	0	0	288	196	126	29	0	0	0	1	0	0	8	45	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	864	0	0	0	570	373	0	0	0	0	692	0	0	70	0	0	0	0	2158	0	0	0	486	0	462	95	1	929	0	187	0	0	68	85	0	0	0	1	0	28	0	0	4	0	0	918	0	647	0	56	0	2218	0	7	0	1	0	0	0	18	26	1306	95	0	0	0	37	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	9	0	0	0	0	29	403	0	0	0	0	1	0	0	0	0	37	3824	0	0	0	461	28	2	8969	74	33	0	0	718	0	7	2321	0	0	0	0	0	0	0	0	0	0	593	0	0	0
Eukaryota;Streptophyta;NA;Myrtales;Myrtaceae;Eucalyptus;Eucalyptus globulus	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	664	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Streptophyta;NA;Myrtales;Myrtaceae;Eucalyptus;Eucalyptus grandis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Streptophyta;NA;Myrtales;Myrtaceae;Melaleuca;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Streptophyta;NA;Myrtales;Myrtaceae;Melaleuca;Melaleuca armillaris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
