Taxa	MeanSEDI	sdSEDI	MeanTSS	sdTSS	Substrate	Site	River_Bottom	Biofilm	Habitat	Depth	Features	bio01	bio02	bio03	bio04	bio05	bio06	bio07	bio08	bio09	bio10	bio11	bio12	bio13	bio14	bio15	bio16	bio17	bio18	bio19	grtgroup	soil pH in H20	soil organic carbon	soil sand	soil clay	soil bulk density	elevation	slope	aspect	gHM	NDVI	EVI	NBRT	greenness	landcover	impervious	percent_tree_cover	B1	B2	B3	B4	B5	B6	B7	B8	B8A	B9	B10	B11	B12
[Candida] pseudolambica	0.673305443744027	0.126717735046548	0.444225158473616	0.121680591049123	8.97375410751386	8.14347172237119	0.637037762620521	0	13.0506968178809	7.76883829051168	18.3878121617531	2.19466903034083	15.241688791374	12.2179090956871	15.9005081434566	11.6871500173756	10.7234779647923	10.5216171480319	11.4313829230513	12.0508084870356	12.072625232147	12.7908200901542	15.2665570026637	14.2233214449205	3.09636863486156	3.30993798228789	13.3252289584196	11.9078835670926	11.0325872668189	12.2230946254567	0.179942775032122	17.5085607546557	2.00971950345393	2.21541634540459	3.90176006082765	10.7181251816193	29.0708091149756	23.6419136972459	7.75352875153503	13.7655253699221	22.8997938075796	30.5094592571239	10.6826955097561	21.0709745111632	1.12291090778166	7.63631898092333	11.0778002520008	11.4716695091514	12.1448907750863	11.7170468141115	11.7978433835058	15.1692883610361	8.00726570360646	7.1308771261475	10.5681041389271	10.3944065535292	12.9774699819738	3.05636422325054	7.89069233236096	13.4943700122844
[Candida] vartiovaarae	0.681496517676676	0.180953753631563	0.119733724575344	0.248059129448029	5.51134449902485	8.23642180078659	3.52716071268678	0	30.9741856881405	9.02432712145191	31.5973659285225	0.503409223364598	2.15511369137989	0.460239100797724	2.7554308544115	3.08338777899423	2.16384926640563	2.2528986829175	0.846059002057454	4.27699947004209	4.83746189967519	0.331530642172081	2.00687484661363	2.07431099363199	0.059	0.507340082614298	3.11659345410445	1.89242511719211	2.40847107748674	2.46580123720956	0.516117980675233	2.28914754647199	0.883319814898841	15.1726697246898	8.4619673476535	1.61673012250604	9.89804699050907	5.9489332489845	5.71517175969087	0.568430147748091	1.55245913373785	4.71270420256398	4.40365774327873	2.44498163424194	5.83644165168932	10.6585108843442	3.01914660390755	8.12268080596083	5.2745330851063	3.72845167703811	5.2483605312415	6.34655392038584	7.26470277993593	6.29811918192744	6.29542322264831	7.03222230261203	5.01978428545014	6.48426771368319	11.2268520939462	10.3996282970192
[Phialophora] cyclaminis	0.135107395316046	0.177522553576331	0.0941299167707381	0.120858317554592	51.0419817461729	73.5667516574776	11.2464083137334	0	116.843190060952	52.7423599475327	271.071343775414	7.36069379301105	6.85834758241161	3.08097299868816	8.42718687182518	6.7871362792597	8.80685552279136	7.97482080545113	14.2561971341499	4.71437654643651	4.4235171822484	10.4771623321223	8.79356718144305	6.42802368308859	0.529942361276664	5.55044160424315	7.78757982962545	2.05481606445661	4.57374846780665	6.57761702017824	1.53877705762871	21.8776668299758	6.99167902743992	32.8991372007934	36.6258534064762	43.9515910809902	57.3201515392444	58.7196475528924	68.3339679601636	13.0189799062166	45.247602334153	48.2406765933052	39.5897649008368	76.2713796719974	33.4301350464548	45.4271925985399	38.3172540755431	40.5003514650054	48.3928969770906	36.9213755144957	34.0760193977943	45.262841255101	43.2609854825013	35.6398383122483	41.8246924165501	34.4861588206476	36.0319854206779	14.5172890733146	48.3299991230387	41.8164189604334
Acremonium charticola	0.605576666338616	0.0831192803519493	0.39415383913404	0.0627114306032723	44.6336832662512	43.423371549847	4.75958731435685	0	59.4461239322567	38.1241372235578	91.3574801456829	9.04229818097408	17.4785398937851	12.9664208699719	25.9148010915028	10.0253251165772	22.3027358520808	21.4889954297748	23.4434554787899	12.0619103236838	11.9521393944692	24.658062543164	8.06373723663705	4.14185994928741	1.91717651156296	14.9669684474289	4.05991402398737	3.30403144097838	4.31085275281628	4.56347570566973	1.03263436584329	24.4629702095097	3.49947292702989	15.8268493150834	8.35308730770761	31.5972561028713	60.5511232488991	42.8613267232606	18.3063442685813	17.2061742374157	34.652148211888	44.5626057551443	27.3509351723865	28.8984730850273	12.8370894306037	29.3237760792721	17.8817235364347	28.8409137774518	21.0823292523991	15.9059825866681	28.5434488551602	27.7664658669256	71.9223915123157	74.978481145086	92.8801802441481	69.239775280071	81.5050519975875	32.7508347445956	92.6623887705916	56.1631528000174
Acremonium distortum	0.439553565577974	0.121920559059096	0.298327567414199	0.0983239716913295	42.5399332672077	116.958149019973	4.87254734130247	0	20.0896064380436	44.3760748435729	158.857193610308	6.03377388670142	11.6402072879142	2.36899867547743	18.1766142919914	14.09399383198	9.32775127386166	13.8853392001037	15.9808023421173	9.37804895030751	10.0139951662768	7.32567807019488	11.3571318098422	10.2129476143365	0.263718617941199	6.48320513727396	10.352571769436	5.22408169635686	6.93435893145364	10.3799537643933	2.29652089199097	26.5495514878283	6.76886339557981	70.0141034622338	75.3374941375553	31.467603739106	53.3398518051147	41.9893032463415	58.6009160541988	10.3129814232263	32.4751146599606	45.8500901997206	34.8415168617098	37.7181051065324	15.328065181699	38.0819206597371	19.0521230333515	30.0346925097471	59.0747178006347	35.7306146378306	32.8248510358267	49.366369310852	50.4355993454875	39.2644245755757	36.7559570880928	41.1357013809201	36.5434101031037	18.8285047607864	43.1368490543667	44.9878725794881
Acremonium hennebertii	0.469557848703432	0.0966129411438909	0.0215492940633277	0.123386941247338	20.7312874759297	3.3766472129608	5.9982716395583	0	0	2.06351390783466	45.4537032954723	0.395031853211821	2.60706851724429	0.0974424242424242	2.62863515360223	2.07555288587413	2.68719866737062	2.50797298836346	0.0982294415028456	2.83981156612904	2.09734520873383	0.196988218711282	2.37839658345253	3.26587996045141	0.029352380952381	0.946673122259638	2.85640569383643	0.0972433862433862	0.183744627404295	3.07909190714877	2.29721415902639	0.528494070984176	2.21091546329025	1.66986325727871	2.15722903532955	3.845018842003	4.75680489051052	3.15700732356167	2.06260550575162	4.78667445598631	6.32113892863938	24.9675390076763	1.36457421641488	4.77383281578755	7.60903604974	6.62208061565799	4.10627191036942	6.91256246730144	8.7436401712552	8.31501629942221	7.80807407052711	8.95130642329368	9.98050650047145	8.64952025670232	8.40157726817475	8.41842713051597	5.92052533415823	3.29963988294858	7.71264276839744	8.00838973225024
Acremonium nepalense	0.830687269947999	0.0668542134237333	0.620992722109858	0.11403188033597	19.4661220481181	6.32620872159824	0.0064	0	35.9364500036189	31.5176847038477	32.8052394641625	2.60478754019679	10.3744612475519	10.53735966754	10.5156564706932	10.4610585254758	9.64615906548049	11.9802400069685	10.5574225417644	10.5845965442729	11.7036443251477	9.88735750986265	11.548706043841	8.81859829060787	2.75984948885565	2.60379013409829	9.72227607079889	9.52198722414999	9.77910220765298	9.75045811076677	0.0355384615384615	11.8993830286055	0.354412844145102	5.33558668501701	4.67532277107404	3.52217884421478	21.3215388971244	17.4617710378947	5.25934713435859	12.7610124095762	23.8611459395645	28.8537871698764	4.26181107279772	16.1363513979821	2.84471469130191	1.63605844643521	4.38922092689366	3.74926436902293	8.55000513923499	2.92176270380682	4.44402931293138	6.49550919862063	12.945197150252	3.40429699242142	6.44438849444691	6.12537642297041	27.6195474146487	3.17575186866872	11.3944552478219	4.95794666876044
Acremonium parvum	0.611317542103549	0.134682791431234	0.342684747196721	0.190495007524713	19.3435413742949	24.878500915894	2.8813044608329	0	30.731705347647	16.3067628105401	27.81956131631	1.16246468623789	4.29636794143724	5.41732738721521	4.7519207619013	4.51223175793041	4.89434417323803	4.52519252284486	1.70417914275911	4.52155072131427	3.60602737552439	1.06596479462904	4.92852141413483	4.59377462223888	0.280206963482806	0.954027638703501	4.57086007022819	4.2428890938013	3.7174376355877	4.70408822433674	0.367504043934044	5.81332073416378	5.31893021117	45.3796540365931	21.0949371672313	8.03352636389356	22.4832476385752	16.1600130842813	8.20430329672297	1.52102328167006	10.7973215996069	11.9801720494476	7.56480144068984	6.48410905674243	5.97392779187905	10.708927111822	10.6483583080902	16.119396606707	10.5470691756151	6.7321316418691	6.81748252026933	7.41020136057327	14.038290547134	8.73168558103209	8.24270822890639	8.84489677733485	11.4397599081956	0.583072725233049	15.586102045758	12.7992209189428
Acremonium persicinum	0.373091993094888	0.0709334617711855	0.0906968511547804	0.120648607881887	20.4732939592536	20.0791705684809	22.5863823473206	0	10.9544024621304	10.2815008759148	88.2209781256688	1.77169189557305	4.11273860005368	0.746746245300593	3.73521237110151	3.77582248463772	4.63148188808604	4.60821342661279	2.07022707915116	4.11654900704978	4.04183345246975	2.58482894131137	4.07700562821137	4.72914250961755	0.23652380952381	2.67238673778675	4.51938528625262	1.57000128499382	2.55379682534276	3.92181484805053	6.7618888599598	1.71189046081497	5.56243199059288	10.1396321229227	9.21022324757832	12.828946497445	24.6622096658774	16.7637273335243	16.1068465763542	5.25833273181744	15.2642185508773	33.3319800979885	23.288731333237	12.2863055201275	6.33798042609673	22.1973422471441	9.43366364782354	38.5467907524504	18.9931295281048	16.9090167574916	17.435311772055	20.2240426568551	33.9895667101875	27.5789211438727	24.2592200594361	22.3218249165343	18.3997782232947	9.17557101943795	31.4513273852739	33.3185861809502
Acrostalagmus luteoalbus	0.226821682423068	0.163418457036769	0.160481061231165	0.117618248216992	131.70415781402	113.72537091674	12.9208732237896	0	47.3044803818763	61.7256969197217	286.392952608872	13.1292493583648	7.90146276191632	7.28397437317457	9.08117885633727	10.0721546401595	8.14929943421603	9.63658418574518	15.5472157270276	8.12865446797104	7.14886196835575	16.5967486988834	10.251984044026	11.4807661124715	0.752926456221128	7.84928726722065	17.5098703276544	4.1343461853433	6.05170032634989	17.5725414383054	2.1799820640846	17.649660531283	11.5945435386481	31.9688274752307	27.3678397358471	49.0055381436268	57.3427845077926	80.0158053917503	62.2563724564416	27.1823106357639	43.4504456641673	67.0103108304332	55.355046506615	52.8996751178615	32.058518674808	40.0413842922133	46.9556762194918	42.440878443828	64.4331660063211	58.6334536484344	52.0626859418713	69.9586765840753	68.4481623051491	51.3020150854408	43.0347927487859	45.9349289779437	41.8944245946688	30.9495656350342	53.4774457926777	69.5262314230342
